filename,primary_label,secondary_labels,rating,time,data_year,duration,fold
barswa/XC267421.ogg,barswa,[],4.0,06:30,2021,1434889,1
barswa/XC267423.ogg,barswa,[],4.0,06:30,2021,797919,1
barswa/XC267424.ogg,barswa,[],3.5,06:30,2021,1951487,1
barswa/XC267428.ogg,barswa,[],4.0,09:30,2021,760303,1
barswa/XC267430.ogg,barswa,[],4.0,09:30,2021,809622,1
barswa/XC267431.ogg,barswa,[],3.5,09:30,2021,1918886,1
barswa/XC267433.ogg,barswa,[],3.0,07:30,2021,2768179,1
barswa/XC267651.ogg,barswa,[],4.0,07:30,2021,1322040,1
barswa/XC267652.ogg,barswa,[],4.0,07:30,2021,1322040,1
barswa/XC267653.ogg,barswa,[],3.0,07:30,2021,227823,1
barswa/XC267658.ogg,barswa,[],3.0,07:30,2021,397515,1
barswa/XC267927.ogg,barswa,[],5.0,07:00,2021,1349626,1
barswa/XC267929.ogg,barswa,[],4.0,08:00,2021,879003,1
barswa/XC268390.ogg,barswa,[],4.5,08:00,2021,6931888,1
barswa/XC268755.ogg,barswa,[],5.0,08:00,2021,313087,1
barswa/XC269633.ogg,barswa,[],3.0,08:30,2021,769952,1
barswa/XC269815.ogg,barswa,[],4.0,20:03,2021,715424,1
barswa/XC270309.ogg,barswa,[],4.0,13:00,2021,560519,1
barswa/XC271037.ogg,barswa,[],5.0,09:30,2021,608166,1
barswa/XC277319.ogg,barswa,[],4.5,11:42,2021,488864,1
barswa/XC281887.ogg,barswa,[],4.0,13:56,2021,2206880,1
barswa/XC282495.ogg,barswa,[],3.0,?,2021,865629,1
barswa/XC282921.ogg,barswa,[],3.0,?,2021,345688,1
barswa/XC282922.ogg,barswa,[],3.0,?,2021,568042,1
barswa/XC284630.ogg,barswa,[],3.0,?,2021,561355,1
barswa/XC286592.ogg,barswa,[],5.0,08:30,2021,839840,1
barswa/XC288122.ogg,barswa,[],3.5,07:30,2021,4193696,1
barswa/XC288338.ogg,barswa,[],5.0,08:30,2021,1553312,1
barswa/XC288339.ogg,barswa,[],5.0,08:30,2021,688544,1
barswa/XC288343.ogg,barswa,[],5.0,09:00,2021,393632,1
barswa/XC289357.ogg,barswa,[],5.0,13:07,2021,342344,1
barswa/XC289358.ogg,barswa,[],4.0,13:08,2021,759467,1
barswa/XC293856.ogg,barswa,[],3.0,22:00,2021,256928,1
barswa/XC303618.ogg,barswa,[],4.0,06:30,2021,698528,1
barswa/XC303791.ogg,barswa,[],3.0,10:00,2021,1318697,1
barswa/XC304029.ogg,barswa,[],4.0,11:00,2021,3053984,1
barswa/XC306046.ogg,barswa,[],3.0,?,2021,650144,1
barswa/XC306047.ogg,barswa,[],3.0,?,2021,1930400,1
barswa/XC306077.ogg,barswa,[],3.0,?,2021,3846560,1
barswa/XC307295.ogg,barswa,[],5.0,11:00,2021,713888,1
barswa/XC309194.ogg,barswa,[],5.0,11:00,2021,593119,1
barswa/XC309534.ogg,barswa,[],5.0,07:30,2021,630736,1
barswa/XC312064.ogg,barswa,[],3.0,?,2021,522902,1
barswa/XC312479.ogg,barswa,[],3.0,11:00,2021,309920,1
barswa/XC317542.ogg,barswa,[],5.0,07:00,2021,1500927,1
barswa/XC317544.ogg,barswa,[],5.0,07:00,2021,917456,1
barswa/XC317626.ogg,barswa,[],3.5,05:20,2021,2264956,1
barswa/XC317816.ogg,barswa,[],4.0,07:30,2021,1513376,1
barswa/XC318261.ogg,barswa,[],5.0,19:50,2021,2193067,1
barswa/XC319555.ogg,barswa,[],4.0,13:00,2021,2002272,1
barswa/XC319599.ogg,barswa,[],3.0,06:00,2021,3466171,1
barswa/XC319722.ogg,barswa,[],5.0,12:00,2021,1540848,1
barswa/XC320267.ogg,barswa,[],3.5,02:00,2021,4193420,1
barswa/XC320720.ogg,barswa,[],5.0,17:30,2021,263768,1
barswa/XC320886.ogg,barswa,[],5.0,06:00,2021,425100,1
barswa/XC321212.ogg,barswa,[],5.0,09:00,2021,5341972,1
barswa/XC322168.ogg,barswa,[],4.0,05:00,2021,3252176,1
barswa/XC324144.ogg,barswa,[],3.0,21:30,2021,2806631,1
barswa/XC324471.ogg,barswa,[],3.0,14:00,2021,1904675,1
barswa/XC324838.ogg,barswa,[],4.5,21:13,2021,1058726,1
barswa/XC324839.ogg,barswa,[],4.5,21:14,2021,710148,1
barswa/XC324851.ogg,barswa,[],4.5,18:43,2021,1341266,1
barswa/XC324889.ogg,barswa,['carwre'],4.5,09:30,2021,1824427,1
barswa/XC327328.ogg,barswa,['savspa'],4.5,12:00,2021,488630,1
barswa/XC327364.ogg,barswa,[],3.0,?,2021,440982,1
barswa/XC327392.ogg,barswa,[],3.0,?,2021,889035,1
barswa/XC329023.ogg,barswa,[],4.0,18:00,2021,293025,1
barswa/XC329025.ogg,barswa,[],4.0,18:00,2021,654141,1
barswa/XC329822.ogg,barswa,[],4.0,15:00,2021,1755046,1
barswa/XC330211.ogg,barswa,[],4.5,19:00,2021,807950,1
barswa/XC330429.ogg,barswa,[],3.0,?,2021,240362,1
barswa/XC330691.ogg,barswa,[],5.0,10:10,2021,345248,1
barswa/XC331266.ogg,barswa,[],5.0,10:00,2021,2113567,1
barswa/XC331493.ogg,barswa,[],4.0,07:54,2021,327297,1
barswa/XC331494.ogg,barswa,[],4.0,08:09,2021,383304,1
barswa/XC333650.ogg,barswa,[],5.0,08:59,2021,1613984,1
barswa/XC334130.ogg,barswa,[],3.0,?,2021,352375,1
barswa/XC335495.ogg,barswa,[],5.0,09:30,2021,733088,1
barswa/XC337180.ogg,barswa,[],5.0,17:00,2021,763808,1
barswa/XC337978.ogg,barswa,[],4.0,05:12,2021,1303650,1
barswa/XC337979.ogg,barswa,"['acowoo', 'houwre']",4.5,05:13,2021,6487180,1
barswa/XC337981.ogg,barswa,['houwre'],3.5,05:20,2021,1417335,1
barswa/XC337983.ogg,barswa,['rocpig1'],3.5,05:18,2021,4320479,1
barswa/XC337985.ogg,barswa,"['caskin', 'grtgra']",4.5,05:25,2021,7539601,1
barswa/XC339819.ogg,barswa,[],4.0,08:11,2021,280486,1
barswa/XC339821.ogg,barswa,[],4.5,07:15,2021,384976,1
barswa/XC341167.ogg,barswa,[],3.0,?,2021,327297,1
barswa/XC343867.ogg,barswa,[],5.0,08:42,2021,3421031,1
barswa/XC343870.ogg,barswa,['rocpig1'],4.5,04:40,2021,3139327,1
barswa/XC343873.ogg,barswa,[],4.5,04:53,2021,3635862,1
barswa/XC344095.ogg,barswa,[],5.0,07:00,2021,556339,1
barswa/XC349298.ogg,barswa,[],3.5,07:10,2021,443490,1
barswa/XC349311.ogg,barswa,[],5.0,13:42,2021,1192473,1
barswa/XC350350.ogg,barswa,"['barswa', 'eursta']",3.5,13:45,2021,1984923,1
barswa/XC356315.ogg,barswa,[],3.5,13:30,2021,3697720,1
barswa/XC358092.ogg,barswa,[],3.0,04:00,2021,3467168,1
barswa/XC360600.ogg,barswa,[],3.0,?,2021,206089,1
barswa/XC361213.ogg,barswa,[],4.0,?,2021,1179098,1
barswa/XC361214.ogg,barswa,[],3.0,?,2021,821325,1
barswa/XC361215.ogg,barswa,[],4.0,?,2021,633243,1
barswa/XC361216.ogg,barswa,[],4.0,?,2021,1391421,1
barswa/XC361217.ogg,barswa,[],4.0,?,2021,1667917,1
barswa/XC361218.ogg,barswa,[],4.0,?,2021,537949,1
barswa/XC361219.ogg,barswa,[],4.0,?,2021,863957,1
barswa/XC361220.ogg,barswa,[],4.0,?,2021,481106,1
barswa/XC361221.ogg,barswa,[],4.0,?,2021,1143990,1
barswa/XC361222.ogg,barswa,[],3.0,?,2021,1062070,1
barswa/XC361223.ogg,barswa,[],3.0,?,2021,3656093,1
barswa/XC361224.ogg,barswa,[],3.0,?,2021,423428,1
barswa/XC361225.ogg,barswa,[],3.0,?,2021,1151513,1
barswa/XC361226.ogg,barswa,[],3.0,?,2021,3927359,1
barswa/XC361228.ogg,barswa,[],3.0,?,2021,4009991,1
barswa/XC361229.ogg,barswa,[],3.0,?,2021,3043447,1
barswa/XC361232.ogg,barswa,[],3.0,?,2021,5196887,1
barswa/XC361233.ogg,barswa,[],3.0,?,2021,4757018,1
barswa/XC361234.ogg,barswa,[],3.0,?,2021,5380514,1
barswa/XC361235.ogg,barswa,[],3.0,?,2021,11792423,1
barswa/XC361236.ogg,barswa,[],4.0,?,2021,556339,1
barswa/XC361237.ogg,barswa,[],3.0,?,2021,1222566,1
barswa/XC361238.ogg,barswa,[],3.0,?,2021,8567271,1
barswa/XC361241.ogg,barswa,[],4.0,?,2021,2645311,1
barswa/XC361242.ogg,barswa,[],3.0,?,2021,2365698,1
barswa/XC361735.ogg,barswa,[],4.0,?,2021,2850935,1
barswa/XC361736.ogg,barswa,[],3.0,?,2021,620705,1
barswa/XC361737.ogg,barswa,[],4.0,?,2021,1523497,1
barswa/XC361738.ogg,barswa,[],3.0,?,2021,1242628,1
barswa/XC361739.ogg,barswa,[],5.0,?,2021,545472,1
barswa/XC361740.ogg,barswa,[],4.0,?,2021,894886,1
barswa/XC361741.ogg,barswa,[],5.0,?,2021,3244652,1
barswa/XC361742.ogg,barswa,[],3.0,?,2021,456865,1
barswa/XC361744.ogg,barswa,[],5.0,?,2021,1186621,1
barswa/XC361745.ogg,barswa,[],4.0,?,2021,1223402,1
barswa/XC361746.ogg,barswa,[],5.0,?,2021,931666,1
barswa/XC361747.ogg,barswa,[],4.0,?,2021,496153,1
barswa/XC361748.ogg,barswa,[],4.0,?,2021,719343,1
barswa/XC361749.ogg,barswa,[],4.0,?,2021,640767,1
barswa/XC361750.ogg,barswa,[],4.0,?,2021,1590370,1
barswa/XC361807.ogg,barswa,[],5.0,?,2021,2629727,1
barswa/XC361808.ogg,barswa,[],4.0,?,2021,2629727,1
barswa/XC361810.ogg,barswa,[],4.0,?,2021,665008,1
barswa/XC361811.ogg,barswa,[],4.0,?,2021,1520989,1
barswa/XC361812.ogg,barswa,[],5.0,?,2021,2974445,1
barswa/XC361814.ogg,barswa,[],4.0,?,2021,1293619,1
barswa/XC361815.ogg,barswa,[],5.0,?,2021,895722,1
barswa/XC361817.ogg,barswa,[],5.0,?,2021,673368,1
barswa/XC362311.ogg,barswa,[],5.0,?,2021,7899667,1
barswa/XC363068.ogg,barswa,[],5.0,12:30,2021,819872,1
barswa/XC363996.ogg,barswa,[],5.0,17:00,2021,1797678,1
barswa/XC364681.ogg,barswa,[],5.0,06:05,2021,1172411,1
barswa/XC367332.ogg,barswa,[],3.5,08:46,2021,653216,1
barswa/XC369956.ogg,barswa,[],4.0,08:16,2021,4785056,1
barswa/XC370379.ogg,barswa,[],4.0,08:40,2021,681632,1
barswa/XC370499.ogg,barswa,['houspa'],3.5,06:30,2021,2086070,1
barswa/XC370786.ogg,barswa,[],5.0,08:30,2021,447392,1
barswa/XC371022.ogg,barswa,[],4.0,18:30,2021,357390,1
barswa/XC371023.ogg,barswa,[],4.0,18:30,2021,2371118,1
barswa/XC371853.ogg,barswa,[],4.0,15:30,2021,1625479,1
barswa/XC372598.ogg,barswa,"['balori', 'sonspa']",3.5,07:30,2021,321446,1
barswa/XC372840.ogg,barswa,['eucdov'],4.5,12:00,2021,772006,1
barswa/XC373826.ogg,barswa,[],3.5,16:01,2021,448160,1
barswa/XC375299.ogg,barswa,[],4.5,05:56,2021,6211327,1
barswa/XC375700.ogg,barswa,[],4.0,09:00,2021,588104,1
barswa/XC376077.ogg,barswa,[],5.0,08:00,2021,1088672,1
barswa/XC376569.ogg,barswa,[],5.0,12:45,2021,1410648,1
barswa/XC376772.ogg,barswa,[],5.0,20:00,2021,515379,1
barswa/XC376773.ogg,barswa,[],5.0,06:00,2021,4446703,1
barswa/XC377071.ogg,barswa,['rewbla'],3.5,13:14,2021,941216,1
barswa/XC377901.ogg,barswa,[],4.0,19:26,2021,226987,1
barswa/XC378407.ogg,barswa,['houspa'],4.5,10:04,2021,1184950,1
barswa/XC378412.ogg,barswa,[],5.0,21:43,2021,2462233,1
barswa/XC378427.ogg,barswa,[],5.0,12:36,2021,518723,1
barswa/XC378429.ogg,barswa,[],5.0,12:39,2021,3188646,1
barswa/XC378685.ogg,barswa,[],5.0,13:30,2021,644460,1
barswa/XC378710.ogg,barswa,[],5.0,09:30,2021,564698,1
barswa/XC379023.ogg,barswa,[],4.5,06:00,2021,1130912,1
barswa/XC379571.ogg,barswa,['houspa'],4.5,04:56,2021,9657818,1
barswa/XC379573.ogg,barswa,[],5.0,05:02,2021,9220633,1
barswa/XC380471.ogg,barswa,[],4.5,07:00,2021,644768,1
barswa/XC380526.ogg,barswa,[],5.0,09:30,2021,4519428,1
barswa/XC381729.ogg,barswa,[],4.0,?,2021,681727,1
barswa/XC381731.ogg,barswa,[],4.0,?,2021,466896,1
barswa/XC382657.ogg,barswa,['mallar3'],3.5,17:30,2021,1167395,1
barswa/XC383444.ogg,barswa,[],4.0,09:30,2021,355719,1
barswa/XC383822.ogg,barswa,[],5.0,09:14,2021,4132398,1
barswa/XC383831.ogg,barswa,[],5.0,13:00,2021,555503,1
barswa/XC383832.ogg,barswa,[],5.0,13:00,2021,570550,1
barswa/XC384074.ogg,barswa,[],4.0,09:00,2021,495317,1
barswa/XC385612.ogg,barswa,[],5.0,08:00,2021,942134,1
barswa/XC390102.ogg,barswa,[],4.0,09:30,2021,773678,1
barswa/XC394763.ogg,barswa,[],5.0,15:19,2021,1203340,1
barswa/XC394892.ogg,barswa,[],5.0,14:00,2021,236182,1
barswa/XC396335.ogg,barswa,[],4.0,9:00,2021,594791,1
barswa/XC402733.ogg,barswa,[],4.0,09:30,2021,459933,1
barswa/XC402778.ogg,barswa,[],4.0,10:00,2021,1961518,1
barswa/XC404750.ogg,barswa,['incdov'],3.5,11:00,2021,1452704,1
barswa/XC405617.ogg,barswa,[],5.0,04:30,2021,3653417,1
barswa/XC406274.ogg,barswa,[],3.5,07:00,2021,1774272,1
barswa/XC411677.ogg,barswa,[],4.0,12:03,2021,767826,1
barswa/XC412707.ogg,barswa,[],5.0,16:00,2021,1043679,1
barswa/XC413800.ogg,barswa,[],5.0,07:30,2021,660829,1
barswa/XC413887.ogg,barswa,[],5.0,14:00,2021,1215879,1
barswa/XC415547.ogg,barswa,[],4.0,06:00,2021,1856192,1
barswa/XC416955.ogg,barswa,['eursta'],4.5,14:36,2021,2197247,1
barswa/XC417086.ogg,barswa,[],4.5,09:35,2021,1213088,1
barswa/XC418145.ogg,barswa,[],4.0,05:08,2021,2612698,1
barswa/XC419400.ogg,barswa,[],4.0,14:30,2021,841376,1
barswa/XC421348.ogg,barswa,[],4.0,18:00,2021,1001883,1
barswa/XC421383.ogg,barswa,[],4.5,06:30,2021,249557,1
barswa/XC422186.ogg,barswa,[],4.0,20:00,2021,627872,1
barswa/XC422735.ogg,barswa,"['amecro', 'rewbla', 'easmea']",3.5,06:00,2021,1067921,1
barswa/XC423524.ogg,barswa,[],5.0,12:00,2021,531872,1
barswa/XC423687.ogg,barswa,[],5.0,06:10,2021,1364672,1
barswa/XC428204.ogg,barswa,['houspa'],4.5,15:06,2021,1658915,1
barswa/XC428634.ogg,barswa,[],3.5,10:49,2021,1150677,1
barswa/XC428701.ogg,barswa,[],5.0,08:30,2021,1933472,1
barswa/XC428862.ogg,barswa,[],4.0,10:00,2021,489466,1
barswa/XC428863.ogg,barswa,[],4.0,10:00,2021,748600,1
barswa/XC429022.ogg,barswa,[],5.0,17:11,2021,2622729,1
barswa/XC429309.ogg,barswa,[],4.0,13:00,2021,578073,1
barswa/XC431633.ogg,barswa,[],5.0,06:00,2021,2077710,1
barswa/XC432092.ogg,barswa,[],5.0,11:30,2021,371601,1
barswa/XC433031.ogg,barswa,[],5.0,11:00,2021,1537707,1
barswa/XC433032.ogg,barswa,[],5.0,11:00,2021,464388,1
barswa/XC433095.ogg,barswa,['cedwax'],4.5,09:30,2021,2096288,1
barswa/XC433217.ogg,barswa,[],4.0,08:38,2021,272963,1
barswa/XC433446.ogg,barswa,[],4.0,08:00,2021,632408,1
barswa/XC433813.ogg,barswa,[],5.0,08:00,2021,1357472,1
barswa/XC433932.ogg,barswa,[],4.0,07:00,2021,528754,1
barswa/XC435493.ogg,barswa,[],5.0,09:00,2021,2506400,1
barswa/XC437453.ogg,barswa,[],4.0,06:51,2021,339000,1
barswa/XC443771.ogg,barswa,[],5.0,15:30,2021,1299872,1
barswa/XC446455.ogg,barswa,[],5.0,08:22,2021,3746720,1
barswa/XC447363.ogg,barswa,[],5.0,08:30,2021,487328,1
barswa/XC452058.ogg,barswa,[],5.0,13:59,2021,743840,1
barswa/XC452059.ogg,barswa,[],5.0,14:02,2021,565664,1
barswa/XC452060.ogg,barswa,['rewbla'],3.5,14:02,2021,262304,1
barswa/XC452061.ogg,barswa,['rewbla'],3.5,14:04,2021,384416,1
barswa/XC457791.ogg,barswa,[],4.0,07:33,2021,1255328,1
barswa/XC457806.ogg,barswa,[],4.0,13:08,2021,424352,1
barswa/XC457811.ogg,barswa,[],4.0,13:53,2021,763040,1
barswa/XC457812.ogg,barswa,[],4.0,13:57,2021,6787232,1
barswa/XC457816.ogg,barswa,[],4.0,16:23,2021,640928,1
barswa/XC457818.ogg,barswa,[],4.0,16:28,2021,1141664,1
barswa/XC457819.ogg,barswa,[],4.0,16:29,2021,1034912,1
barswa/XC457820.ogg,barswa,[],4.0,16:30,2021,1289888,1
barswa/XC457829.ogg,barswa,[],4.0,15:47,2021,1597088,1
barswa/XC457831.ogg,barswa,[],4.0,15:49,2021,601760,1
barswa/XC458234.ogg,barswa,[],4.0,07:28,2021,2032544,1
barswa/XC458636.ogg,barswa,[],4.0,16:53,2021,566432,1
barswa/XC461126.ogg,barswa,[],4.0,?,2021,542964,1
barswa/XC464253.ogg,barswa,[],4.5,14:00,2021,2319291,1
barswa/XC467012.ogg,barswa,[],4.0,12:00,2021,736061,1
barswa/XC46803.ogg,barswa,[],5.0,?,2021,372437,1
barswa/XC468456.ogg,barswa,['houspa'],4.5,14:30,2021,950057,1
barswa/XC468466.ogg,barswa,['houspa'],4.5,19:00,2021,551323,1
barswa/XC468712.ogg,barswa,['cangoo'],3.5,17:00,2021,1233433,1
barswa/XC469948.ogg,barswa,[],4.5,16:30,2021,622377,1
barswa/XC471591.ogg,barswa,[],5.0,07:00,2021,205253,1
barswa/XC471705.ogg,barswa,[],5.0,14:30,2021,1648884,1
barswa/XC471775.ogg,barswa,[],5.0,07:00,2021,2037586,1
barswa/XC471778.ogg,barswa,[],5.0,07:00,2021,6026589,1
barswa/XC471962.ogg,barswa,[],4.0,07:00,2021,589472,1
barswa/XC472345.ogg,barswa,[],5.0,10:30,2021,308907,1
barswa/XC472363.ogg,barswa,[],4.0,22:36,2021,191648,1
barswa/XC473764.ogg,barswa,"['eucdov', 'mallar3', 'wiltur']",4.5,11:35,2021,4603808,1
barswa/XC474135.ogg,barswa,[],4.5,20:30,2021,1432381,1
barswa/XC476498.ogg,barswa,[],5.0,12:00,2021,784544,1
barswa/XC477005.ogg,barswa,[],4.0,06:30,2021,258752,1
barswa/XC480227.ogg,barswa,"['rewbla', 'warvir']",4.5,06:30,2021,441248,1
barswa/XC481190.ogg,barswa,"['houfin', 'amegfi', 'rewbla']",4.5,09:30,2021,3852990,1
barswa/XC482761.ogg,barswa,[],4.5,04:30,2021,3018955,1
barswa/XC484700.ogg,barswa,['houspa'],4.5,18:11,2021,4091552,1
barswa/XC485324.ogg,barswa,[],3.5,06:30,2021,2282510,1
barswa/XC485373.ogg,barswa,[],4.0,15:30,2021,533769,1
barswa/XC485917.ogg,barswa,[],5.0,05:00,2021,1855904,1
barswa/XC485999.ogg,barswa,[],5.0,19:36,2021,325626,1
barswa/XC486142.ogg,barswa,[],4.0,10:29,2021,367520,1
barswa/XC486167.ogg,barswa,[],3.5,10:47,2021,849056,1
barswa/XC486209.ogg,barswa,[],4.5,12:04,2021,524960,1
barswa/XC486210.ogg,barswa,[],4.5,12:05,2021,1292960,1
barswa/XC486212.ogg,barswa,[],4.5,12:08,2021,2342816,1
barswa/XC486272.ogg,barswa,[],5.0,04:30,2021,1564457,1
barswa/XC486365.ogg,barswa,[],5.0,06:00,2021,802208,1
barswa/XC486366.ogg,barswa,[],4.0,06:00,2021,372128,1
barswa/XC488933.ogg,barswa,[],4.0,03:18,2021,563862,1
barswa/XC490473.ogg,barswa,[],4.0,19:00,2021,554667,1
barswa/XC492099.ogg,barswa,[],5.0,11:00,2021,1207712,1
barswa/XC492100.ogg,barswa,[],5.0,11:00,2021,2526368,1
barswa/XC492101.ogg,barswa,[],5.0,11:00,2021,574880,1
barswa/XC492284.ogg,barswa,[],5.0,10:00,2021,624800,1
barswa/XC492312.ogg,barswa,[],5.0,08:00,2021,378272,1
barswa/XC492313.ogg,barswa,[],5.0,08:00,2021,316064,1
barswa/XC494034.ogg,barswa,[],4.0,10:00,2021,400022,1
barswa/XC494838.ogg,barswa,[],5.0,08:30,2021,2033407,1
barswa/XC494919.ogg,barswa,[],4.0,08:30,2021,566370,1
barswa/XC494921.ogg,barswa,[],4.0,08:30,2021,959252,1
barswa/XC494922.ogg,barswa,[],4.0,08:30,2021,333149,1
barswa/XC495726.ogg,barswa,[],4.0,14:00,2021,527918,1
